"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","is_hq","STATE","STCITY","year"
"Stress Engineering Svc Ulc",50.942276,-113.975075,541330,"Engineering Services",2.541,11,NA,NA,TRUE,"AB","Calgary",2017
"Midwest Surveys Inc",50.0268,-110.70152,541370,"Surveying & Mapping (except Geophysical) Services",5.88,40,NA,2,FALSE,"AB","Medicine Hat",2017
"TMP Consulting Engineers",51.023004,-114.057916,541330,"Engineering Services",3.927,17,NA,NA,TRUE,"AB","Calgary",2017
"AMEC Foster Wheeler",53.544969,-113.986419,541330,"Engineering Services",6.468,28,NA,2,FALSE,"AB","Stony Plain",2017
"Morasch Transportation Cnslnts",50.9607552,-114.0728742,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Calgary",2017
"Morrison Hershfield Ltd",50.989881,-114.042531,541330,"Engineering Services",17.325,75,NA,2,FALSE,"AB","Calgary",2017
"Mulvey & Banani Intl Inc",51.04884,-114.078756,541330,"Engineering Services",7.161,31,NA,NA,TRUE,"AB","Calgary",2017
"WSP Canada",56.7203589,-111.3762293,541330,"Engineering Services",3.234,14,2,2,FALSE,"AB","Fort Mcmurray",2017
"G S Whaley & Assoc",54.7175167,-113.2832099,541370,"Surveying & Mapping (except Geophysical) Services",0.588,4,NA,NA,TRUE,"AB","Athabasca",2017
"NRG Engineering Ltd",51.045712,-114.072967,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Calgary",2017
"Nenniger Engineering Inc",51.074992,-114.014452,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Calgary",2017
"Neotechnology Consultants Ltd",51.047036,-114.081417,541330,"Engineering Services",4.389,19,NA,NA,TRUE,"AB","Calgary",2017
"New Paradigm Engineering Ltd",53.45158,-113.495238,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Edmonton",2017
"Nimbus Projects Ltd",51.047881,-114.074497,541330,"Engineering Services",2.772,12,NA,NA,TRUE,"AB","Calgary",2017
"Ganotec West",53.5517031,-113.7626249,541330,"Engineering Services",13.86,60,NA,NA,TRUE,"AB","Acheson",2017
"Northcan Surveys Ltd",51.0522415,-114.0858585,541370,"Surveying & Mapping (except Geophysical) Services",3.234,22,NA,NA,TRUE,"AB","Calgary",2017
"Northern Fire Protection Ltd",53.5436525,-113.418388,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Edmonton",2017
"Northern Materials Engineering",53.491679,-113.444837,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Edmonton",2017
"Midwest Surveys Inc",56.228595,-117.339725,541370,"Surveying & Mapping (except Geophysical) Services",0.147,1,NA,2,FALSE,"AB","Peace River",2017
"Northwest Hydraulic Conslnts",53.4195,-113.521451,541330,"Engineering Services",6.237,27,NA,NA,TRUE,"AB","Edmonton",2017
"Norwest Engineering Ltd",51.043013,-114.07161,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Calgary",2017
"Norwest Corp",51.0496618,-114.0723191,541330,"Engineering Services",23.1,100,NA,NA,TRUE,"AB","Calgary",2017
"O'Connor Associates Environmen",53.499793,-113.469734,541330,"Engineering Services",3.927,17,NA,NA,TRUE,"AB","Edmonton",2017
"O'Rourke Engineering Ltd",51.0884969,-113.9985622,541330,"Engineering Services",14.784,64,NA,NA,TRUE,"AB","Calgary",2017
"Olsen Engineering Ltd",51.0593742,-113.9873836,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"AB","Calgary",2017
"Olympia Engineering",51.087091,-113.994686,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
"Midwest Engineering",50.95335,-114.001513,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"Tyco Thermal Controls",53.557471,-113.621442,541330,"Engineering Services",46.2,200,NA,NA,TRUE,"AB","Edmonton",2017
"Opus Petroleum Engineering Ltd",51.093792,-114.159007,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Calgary",2017
"Orthoshop Geomatics",51.076859,-114.018773,541370,"Surveying & Mapping (except Geophysical) Services",2.646,18,NA,NA,TRUE,"AB","Calgary",2017
"P E Rivers & Assoc Ltd",53.543041,-113.529687,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Edmonton",2017
"PHH Petroleum Consultants",51.046921,-114.077711,541330,"Engineering Services",2.772,12,NA,NA,TRUE,"AB","Calgary",2017
"Insite Petroleum Conslnts Ltd",51.047748,-114.078796,541330,"Engineering Services",2.772,12,NA,NA,TRUE,"AB","Calgary",2017
"Paladin Projects Intl Ltd",51.122856,-114.189601,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Calgary",2017
"Palm Engineering Ltd",51.457729,-112.716702,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Drumheller",2017
"Panek Land Consultants Ltd",53.546634,-113.469105,541370,"Surveying & Mapping (except Geophysical) Services",0.147,1,NA,NA,TRUE,"AB","Edmonton",2017
"Partridge Hill Engineering Ltd",53.650313,-113.074099,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Fort Saskatchewan",2017
"Patching Associates Acoustical",51.100465,-113.964074,541330,"Engineering Services",2.772,12,NA,NA,TRUE,"AB","Calgary",2017
"Paul A Hawkins & Assoc Ltd",51.0423945,-114.1723715,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Calgary",2017
"Weir Canada Inc",53.486053,-113.479322,541330,"Engineering Services",23.1,100,NA,2,FALSE,"AB","Edmonton",2017
"Phaeton Resources Ltd",51.065096,-114.174817,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"AB","Calgary",2017
"Prism Surveys Ltd",51.128848,-114.023391,541370,"Surveying & Mapping (except Geophysical) Services",0.441,3,NA,NA,TRUE,"AB","Calgary",2017
"Proactive Technologies",51.032289,-114.088958,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Calgary",2017
"Process Engineering Ltd",51.041622,-114.074269,541330,"Engineering Services",4.62,20,NA,NA,TRUE,"AB","Calgary",2017
"Progress Land Svc Ltd",53.5864891,-113.6032016,541370,"Surveying & Mapping (except Geophysical) Services",7.35,50,NA,NA,TRUE,"AB","Edmonton",2017
"Tenaris Prudential",50.974918,-113.981822,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",512.55,450,NA,2,FALSE,"AB","Calgary",2017
"Quality Tube Supply Ltd",51.006018,-113.9815425,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",9.112,8,NA,NA,TRUE,"AB","Calgary",2017
"CH2M HILL CANADA LTD",51.045822,-114.059806,541330,"Engineering Services",80.85,350,NA,2,FALSE,"AB","Calgary",2017
"R & H Chemical Engineering Ltd",51.0494087,-114.0633026,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Calgary",2017
"RAK Engineering Ltd",53.55439,-113.632008,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"AB","Edmonton",2017
"RDW Engineering Ltd",53.571264,-113.549561,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Edmonton",2017
"R E Harder Consulting Engr Ltd",51.13076,-114.183616,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Calgary",2017
"Golder Associates Ltd",53.552909,-113.611824,541330,"Engineering Services",34.65,150,NA,2,FALSE,"AB","Edmonton",2017
"Rachynski Land Surveys Ltd",53.9849986,-111.3177248,541370,"Surveying & Mapping (except Geophysical) Services",1.764,12,NA,NA,TRUE,"AB","St Paul",2017
"Rae Mc Lean & Assoc",51.000093,-114.069555,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"Rangeland Consulting",51.134568,-114.101615,541370,"Surveying & Mapping (except Geophysical) Services",0.294,2,NA,NA,TRUE,"AB","Calgary",2017
"Read Jones Christoffersen Ltd",53.543544,-113.619311,541330,"Engineering Services",12.705,55,NA,NA,TRUE,"AB","Edmonton",2017
"Read Jones Christoffersen Ltd",51.070744,-114.117901,541330,"Engineering Services",18.48,80,NA,NA,TRUE,"AB","Calgary",2017
"Reggin Industries Inc",50.9609693,-113.9740684,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",39.865,35,NA,NA,TRUE,"AB","Calgary",2017
"Regier Engineering Ltd",51.076913,-114.00893,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"AB","Calgary",2017
"Reinforced Earth Co Ltd",53.5172152,-113.4990724,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Edmonton",2017
"Reintjes Enterprises",53.55326,-113.637787,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Edmonton",2017
"Renneberg-Walker Engrg Assoc",53.5328537,-113.4141467,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Edmonton",2017
"Ring Irrigation Engineering",49.464038,-112.66838,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Raymond",2017
"Robert A Gliddon Surveys Ltd",53.647887,-116.231018,541370,"Surveying & Mapping (except Geophysical) Services",0.147,1,NA,NA,TRUE,"AB","Edson",2017
"Realty Executives East",53.516637,-113.418312,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Edmonton",2017
"SCL Engineering Ltd",53.492849,-113.438357,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Edmonton",2017
"Canada West Land Svc Ltd",51.068906,-114.007265,541370,"Surveying & Mapping (except Geophysical) Services",11.025,75,NA,NA,TRUE,"AB","Calgary",2017
"SNC-LAVALIN Inc",53.420909,-113.491697,541330,"Engineering Services",6.93,30,2,2,FALSE,"AB","Edmonton",2017
"Salient Presentations",50.9788215,-114.078619,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"AB","Calgary",2017
"Samac Engineering",50.988186,-114.03863,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"AB","Calgary",2017
"Sameng Inc",53.549803,-113.493429,541330,"Engineering Services",3.234,14,NA,NA,TRUE,"AB","Edmonton",2017
"Ausenco",51.041513,-114.066614,541330,"Engineering Services",46.2,200,NA,2,FALSE,"AB","Calgary",2017
"Scheffer Andrew Ltd",53.576418,-113.571471,541330,"Engineering Services",9.24,40,NA,NA,TRUE,"AB","Edmonton",2017
"Scott Land & Lease Ltd",53.568435,-113.56599,541370,"Surveying & Mapping (except Geophysical) Services",4.41,30,NA,NA,TRUE,"AB","Edmonton",2017
"Seale Engineering Ltd",53.543541,-113.619323,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Edmonton",2017
"WSP Canada",53.001361,-112.842949,541330,"Engineering Services",1.386,6,2,2,FALSE,"AB","Camrose",2017
"Sexsmith Surveys Ltd",50.579774,-113.868282,541370,"Surveying & Mapping (except Geophysical) Services",1.764,12,NA,NA,TRUE,"AB","High River",2017
"Shelby Engineering Ltd",53.489818,-113.478447,541330,"Engineering Services",8.085,35,NA,NA,TRUE,"AB","Edmonton",2017
"Sigma 3 Engineering Ltd",53.5441356,-113.5359575,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Edmonton",2017
"Koziak Engineering Ltd",53.483134,-113.479514,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Edmonton",2017
"Abb SINAI",53.48453,-113.4860675,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"AB","Edmonton",2017
"Singleton Associated Engrng",51.037179,-114.08706,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"AB","Calgary",2017
"Sky Engineering Ltd",53.442275,-113.514547,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Edmonton",2017
"Smith Dow & Assoc Ltd",52.285365,-113.803176,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Red Deer",2017
"Snell & Oslund Surveys Ltd",52.271043,-113.815427,541370,"Surveying & Mapping (except Geophysical) Services",4.41,30,NA,NA,TRUE,"AB","Red Deer",2017
"Unified Alloys",51.03791,-113.975746,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",15.946,14,NA,NA,TRUE,"AB","Calgary",2017
"Spirit Industrial Ltd",53.545284,-113.624055,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Edmonton",2017
"Stantec",49.696516,-112.84191,541330,"Engineering Services",7.392,32,2,2,FALSE,"AB","Lethbridge",2017
"Stantec",52.2688978,-113.8117716,541330,"Engineering Services",4.62,20,2,2,FALSE,"AB","Red Deer",2017
"Sterling Engineering Inc",50.99933,-114.034516,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Calgary",2017
"Strong Trucking",54.743043,-113.425817,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",4.556,4,NA,NA,TRUE,"AB","Athabasca",2017
"Fugro Geo Svc Ltd",50.999781,-114.037258,541370,"Surveying & Mapping (except Geophysical) Services",4.41,30,NA,NA,TRUE,"AB","Calgary",2017
"Sunwise Engineering Ltd",50.037849,-110.675639,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Medicine Hat",2017
"Sutherland Engineering Ltd",50.941185,-114.120699,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
"Systematix",53.5229829,-113.3218759,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"AB","Sherwood Park",2017
"T G Engineering Ltd",51.048122,-114.082238,541330,"Engineering Services",4.62,20,NA,NA,TRUE,"AB","Calgary",2017
"TTL Mechanical Engineering",53.518039,-113.423913,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Edmonton",2017
"TWS Engineering Ltd",53.5115345,-113.4874305,541330,"Engineering Services",11.55,50,NA,NA,TRUE,"AB","Edmonton",2017
"Tagish Engineering Ltd",52.266884,-113.828494,541330,"Engineering Services",5.775,25,NA,NA,TRUE,"AB","Red Deer",2017
"Eclipse Geomatics-Engineerinc",51.076883,-114.023849,541370,"Surveying & Mapping (except Geophysical) Services",3.675,25,NA,NA,TRUE,"AB","Calgary",2017
"Tech-Cost Consultants Ltd",51.076481,-114.025327,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"AB","Calgary",2017
"Techcord Consulting Group Ltd",50.988978,-114.048797,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Calgary",2017
"TLJ Engineering Consultants",51.058153,-114.09472,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"CH2M HILL CANADA LTD",51.0459792,-114.0794827,541330,"Engineering Services",231,1000,NA,2,FALSE,"AB","Calgary",2017
"New Millennium Iron Corp",51.0865254,-113.99705,541330,"Engineering Services",4.158,18,NA,NA,TRUE,"AB","Calgary",2017
"Thermo Design Engineering Ltd",51.049495,-114.068405,541330,"Engineering Services",0.231,1,NA,2,FALSE,"AB","Calgary",2017
"Sutton Thomas Engineering Ltd",51.023274,-114.047521,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"AB","Calgary",2017
"AMEC Foster Wheeler",49.698046,-112.838851,541330,"Engineering Services",4.62,20,NA,2,FALSE,"AB","Lethbridge",2017
"AMEC Foster Wheeler",51.457729,-112.716702,541330,"Engineering Services",0.462,2,NA,2,FALSE,"AB","Drumheller",2017
"Toyo Engineering Canada Ltd",51.040644,-114.06624,541330,"Engineering Services",23.1,100,NA,NA,TRUE,"AB","Calgary",2017
"Tridyne Projects Corp",51.04782,-114.076013,541330,"Engineering Services",9.24,40,NA,NA,TRUE,"AB","Calgary",2017
"Tronnes Surveys Ltd",50.996629,-114.041487,541370,"Surveying & Mapping (except Geophysical) Services",4.41,30,NA,NA,TRUE,"AB","Calgary",2017
"Tubetest Service & Supply Ltd",52.292364,-113.816673,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",13.668,12,NA,NA,TRUE,"AB","Red Deer",2017
"AECOM",50.9082485,-114.0622455,541330,"Engineering Services",23.1,100,NA,2,FALSE,"AB","Calgary",2017
"AECOM",52.267631,-113.814037,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Red Deer",2017
"AECOM",49.7070095,-112.83453,541330,"Engineering Services",10.395,45,NA,2,FALSE,"AB","Lethbridge",2017
"AECOM",50.0219317,-110.6988685,541330,"Engineering Services",0.231,1,NA,2,FALSE,"AB","Medicine Hat",2017
"Universal Field Svc Ltd",51.063063,-114.037816,541370,"Surveying & Mapping (except Geophysical) Services",0.147,1,NA,NA,TRUE,"AB","Calgary",2017
"USI Project Svc Inc",53.5766218,-113.5796215,541370,"Surveying & Mapping (except Geophysical) Services",3.675,25,NA,NA,TRUE,"AB","Edmonton",2017
"Universal Geomatic Solutions",51.040601,-114.06092,541370,"Surveying & Mapping (except Geophysical) Services",2.94,20,NA,NA,TRUE,"AB","Calgary",2017
"Urban Development Institute",51.044008,-114.081553,541370,"Surveying & Mapping (except Geophysical) Services",0.588,4,NA,NA,TRUE,"AB","Calgary",2017
"Urban Systems Ltd",51.0726184,-113.997836,541330,"Engineering Services",25.41,110,NA,NA,TRUE,"AB","Calgary",2017
"WSP Canada",53.548814,-113.515785,541330,"Engineering Services",46.2,200,2,2,FALSE,"AB","Edmonton",2017
"Vector Engineering Ltd",53.565357,-113.518347,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Edmonton",2017
"Ventco & Assoc Ltd",53.491729,-113.6209912,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"AB","Edmonton",2017
"Venture Engineering Conslnts",53.481121,-113.545677,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Edmonton",2017
"W F Snihur Engineering Inc",53.548764,-113.627344,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Edmonton",2017
"WNM Engineering Ltd",52.271043,-113.815427,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Red Deer",2017
"Terraerial Services Ltd",51.016833,-114.0556145,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"AB","Calgary",2017
"W-E-R Engineering Ltd",56.228595,-117.339725,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"AB","Peace River",2017
"Wade Engineering Ltd",53.5693392,-113.5839404,541330,"Engineering Services",4.62,20,NA,NA,TRUE,"AB","Edmonton",2017
"Walters Chambers & Assoc Ltd",53.540966,-113.505615,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Edmonton",2017
"Wasnea Mah Engineering Ltd",53.5439777,-113.5341386,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Edmonton",2017
"Wajax Power Systems",55.168204,-118.827629,541330,"Engineering Services",2.31,10,2,2,FALSE,"AB","Grande Prairie",2017
"Wajax Power Systems",56.6665325,-111.3440676,541330,"Engineering Services",5.775,25,2,2,FALSE,"AB","Fort Mcmurray",2017
"Wajax Power Systems",50.950535,-113.967381,541330,"Engineering Services",27.72,120,NA,NA,TRUE,"AB","Calgary",2017
"Wajax Power Systems",50.066263,-110.788063,541330,"Engineering Services",1.617,7,2,2,FALSE,"AB","Redcliff",2017
"Wajax Power Systems",52.291306,-113.849873,541330,"Engineering Services",5.775,25,2,2,FALSE,"AB","Red Deer",2017
"Alpac/Waterworks Tech",51.063394,-114.107646,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Calgary",2017
"Dyno Nobel Canada Inc",54.155548,-113.885913,325920,"Explosives Manufacturing",1.292,4,NA,2,FALSE,"AB","Westlock",2017
"Western Land Svc Co Ltd",51.076481,-114.025327,541370,"Surveying & Mapping (except Geophysical) Services",0.441,3,NA,NA,TRUE,"AB","Calgary",2017
"Acoustic Solutions Ltd",53.566575,-113.527002,541330,"Engineering Services",3.465,15,NA,NA,TRUE,"AB","Edmonton",2017
"Western Oilfield Environmental",54.495654,-110.207526,541370,"Surveying & Mapping (except Geophysical) Services",0.147,1,NA,NA,TRUE,"AB","Cold Lake",2017
"AECOM",53.5532345,-113.6170825,541330,"Engineering Services",69.3,300,NA,2,FALSE,"AB","Edmonton",2017
"Windward Landtec Inc",53.575281,-113.531716,541370,"Surveying & Mapping (except Geophysical) Services",0.441,3,NA,NA,TRUE,"AB","Edmonton",2017
"S E Moores Ltd",47.709979,-53.204069,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"NL","Harbour Grace",2017
"Gerard Butler",49.2046874512987,-57.4315865891775,541370,"Surveying & Mapping (except Geophysical) Services",0.147,1,NA,NA,TRUE,"NL","Deer Lake",2017
"Assn-Newfoundland Land Srvrs",47.561055,-52.771061,541370,"Surveying & Mapping (except Geophysical) Services",0.294,2,NA,NA,TRUE,"NL","St. John's",2017
"Atlantic Engineering Conslnts",48.9536012,-57.9448028,541330,"Engineering Services",3.927,17,NA,NA,TRUE,"NL","Corner Brook",2017
"Avalon Controls Ltd",47.520154,-52.835093,541330,"Engineering Services",4.851,21,NA,NA,TRUE,"NL","Mount Pearl",2017
"Aubrey's Bottle Exchange",46.251544,-63.109046,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",7.973,7,NA,NA,TRUE,"PE","Charlottetown",2017
"Highland Bottle & Metal Exch",46.398122,-63.804776,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",5.695,5,NA,NA,TRUE,"PE","Summerside",2017
"AMEC Foster Wheeler",47.561388,-52.745052,541330,"Engineering Services",15.015,65,NA,2,FALSE,"NL","St. John's",2017
"CBCL Limited",46.254358,-63.120877,541330,"Engineering Services",2.772,12,NA,2,FALSE,"PE","Charlottetown",2017
"Barrow & Hodder Surveys Ltd",48.187727,-53.975705,541370,"Surveying & Mapping (except Geophysical) Services",0.441,3,NA,NA,TRUE,"NL","Clarenville",2017
"MCA Consultants Inc",46.251703,-63.109378,541330,"Engineering Services",2.541,11,NA,NA,TRUE,"PE","Charlottetown",2017
"Atlantic Explosives Ltd",47.537669,-52.7403641,325920,"Explosives Manufacturing",0.969,3,NA,NA,TRUE,"NL","St. John's",2017
"Garry Temple Surveys Ltd",47.15491,-55.265069,541370,"Surveying & Mapping (except Geophysical) Services",0.441,3,NA,NA,TRUE,"NL","Marystown",2017
"Bridger Design Assoc Ltd",47.5993699,-52.7114539,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"NL","St. John's",2017
