"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","STATE","STCITY","year"
"Polaris Engineering Ltd",47.5954845,-52.7098327,541330,"Engineering Services",0.462,2,NA,NA,"NL","St. John's",2017
"Seashore Engineering & Assoc",47.5813394,-52.7013982,541330,"Engineering Services",0.231,1,NA,NA,"NL","St. John's",2017
"Sparcott Engineering 2006 Ltd",48.9528004,-57.9177997,541330,"Engineering Services",0.693,3,NA,NA,"NL","Corner Brook",2017
"T G Whelan & Assoc Ltd",47.5463644,-52.7337832,541330,"Engineering Services",0.231,1,NA,NA,"NL","St. John's",2017
"Technovation Group",47.5668734,-52.7052214,541330,"Engineering Services",0.462,2,NA,NA,"NL","St. John's",2017
"Weir-Jones NGI",47.5211859,-52.8405993,541330,"Engineering Services",1.617,7,NA,NA,"NL","Mount Pearl",2017
"Water Warehouse",50.453639,-104.5723395,541330,"Engineering Services",3.234,14,NA,NA,"SK","Regina",2017
"Alfa Engineering Ltd",50.450595,-104.621071,541330,"Engineering Services",2.079,9,NA,NA,"SK","Regina",2017
"Debra Anderson Consulting",50.459975,-104.669877,541330,"Engineering Services",0.693,3,NA,NA,"SK","Regina",2017
"Consulting Engineers Sk",50.480693,-104.609584,541330,"Engineering Services",0.462,2,NA,NA,"SK","Regina",2017
"Brownlee Beaton Kreke",52.104867,-106.599456,541330,"Engineering Services",1.386,6,NA,NA,"SK","Saskatoon",2017
"Brownlee Beaton Kreke",50.4187245,-104.6408916,541330,"Engineering Services",3.234,14,NA,NA,"SK","Regina",2017
"Catterall & Wright",52.114908,-106.641365,541330,"Engineering Services",3.465,15,NA,NA,"SK","Saskatoon",2017
"Cavern Engineering Ltd",50.41975,-104.625238,541330,"Engineering Services",0.462,2,NA,NA,"SK","Regina",2017
"Clunie Consulting Engineers",53.1762084,-105.7514651,541330,"Engineering Services",6.468,28,NA,NA,"SK","Prince Albert",2017
"Engineering Management Svc",52.136653,-106.653648,541330,"Engineering Services",1.617,7,NA,NA,"SK","Saskatoon",2017
"Daniels Wingerak Engineering",52.10316,-106.609902,541330,"Engineering Services",2.772,12,NA,NA,"SK","Saskatoon",2017
"G E Ground Engineering Ltd",50.4582434,-104.5864952,541330,"Engineering Services",6.93,30,NA,NA,"SK","Regina",2017
"HBT Agra Ltd",53.197195,-105.766186,541330,"Engineering Services",1.617,7,NA,NA,"SK","Prince Albert",2017
"Hall Engineering Co Ltd",52.143884,-106.675281,541330,"Engineering Services",0.462,2,NA,NA,"SK","Saskatoon",2017
"Hda Engineering Ltd",50.4542021,-104.6196191,541330,"Engineering Services",2.31,10,NA,NA,"SK","Regina",2017
"Independent Ammunition Mfg",50.359877,-108.513927,332992,"Small Arms Ammunition Manufacturing",0.293,1,NA,NA,"SK","Gull Lake",2017
"Interlake Resources Inc",53.514603,-103.725511,541330,"Engineering Services",0.924,4,NA,NA,"SK","Nipawin",2017
"JBS Engineering Inc",52.218649,-106.6201737,541330,"Engineering Services",0.231,1,NA,NA,"SK","Saskatoon",2017
"J D Mollard & Assoc Ltd",50.447363,-104.592424,541330,"Engineering Services",2.079,9,NA,NA,"SK","Regina",2017
"Key West Engineering Ltd",52.13631,-106.662025,541330,"Engineering Services",1.617,7,NA,NA,"SK","Saskatoon",2017
"LML Engineering Ltd",50.447246,-104.616577,541330,"Engineering Services",1.155,5,NA,NA,"SK","Regina",2017
"M M Dillon Ltd",50.479011,-104.6652775,541330,"Engineering Services",0.231,1,NA,NA,"SK","Regina",2017
"Maguire Engineering Assoc Ltd",50.4819215,-104.6625895,541330,"Engineering Services",0.231,1,NA,NA,"SK","Regina",2017
"Melis Engineering Ltd",52.163069,-106.674137,541330,"Engineering Services",0.924,4,NA,NA,"SK","Saskatoon",2017
"Mid Con Engineering Ltd",53.197795,-105.756235,541330,"Engineering Services",1.155,5,NA,NA,"SK","Prince Albert",2017
"P Machibroda Engineering Ltd",52.168516,-106.649796,541330,"Engineering Services",12.705,55,NA,NA,"SK","Saskatoon",2017
"Pwa Engineering Ltd",52.159506,-106.6752795,541330,"Engineering Services",2.541,11,NA,NA,"SK","Saskatoon",2017
"Prakash Consulting Ltd",53.199414,-105.737602,541330,"Engineering Services",1.617,7,NA,NA,"SK","Prince Albert",2017
"Proco Technical Svc Ltd",51.213086,-102.500124,541330,"Engineering Services",0.924,4,NA,NA,"SK","Yorkton",2017
"Race Engineering Ltd",52.7891185,-108.2892101,541330,"Engineering Services",0.693,3,NA,NA,"SK","North Battleford",2017
"Ritenburg & Assoc Ltd",50.443474,-104.6180691,541330,"Engineering Services",5.313,23,NA,NA,"SK","Regina",2017
"Robb Kullman Engineering Ltd",52.10316,-106.609902,541330,"Engineering Services",2.541,11,NA,NA,"SK","Saskatoon",2017
"Roesch Pipeline & Materials",50.432233,-104.566503,541330,"Engineering Services",0.693,3,NA,NA,"SK","Regina",2017
"Sal Engineering Ltd",52.160865,-106.673712,541330,"Engineering Services",2.079,9,NA,NA,"SK","Saskatoon",2017
"Scientific Instrumentation Ltd",52.043146,-106.872621,541330,"Engineering Services",6.237,27,NA,NA,"SK","Saskatoon",2017
"Southeast Consulting Inc",49.133783,-102.977264,541330,"Engineering Services",1.617,7,NA,NA,"SK","Estevan",2017
"Tampella Power Canada Inc",50.441633,-104.612421,541330,"Engineering Services",0.462,2,NA,NA,"SK","Regina",2017
"Mc Ginn Group",50.456216,-104.617988,541330,"Engineering Services",3.465,15,NA,NA,"SK","Regina",2017
"Girvan & Assoc",62.462607,-114.356068,541330,"Engineering Services",0.462,2,NA,NA,"NT","Yellowknife",2017
"Williams Engineering Canada",62.456832,-114.370562,541330,"Engineering Services",3.234,14,NA,NA,"NT","Yellowknife",2017
"Northern Geophysics Ltd",62.470141,-114.343051,541330,"Engineering Services",0.231,1,NA,NA,"NT","Yellowknife",2017
"A W Gunn Engineering",45.827704,-66.658435,541330,"Engineering Services",0.462,2,NA,NA,"NB","Nasonworth",2017
"Argyll Associates Ltd",45.942852,-66.670254,541330,"Engineering Services",1.617,7,NA,NA,"NB","Fredericton",2017
"Atlantic Nuclear Svc Ltd",45.960823,-66.66876,541330,"Engineering Services",3.465,15,NA,NA,"NB","Fredericton",2017
"Boissonnault Mc Graw",47.994527,-66.686429,541330,"Engineering Services",3.465,15,NA,NA,"NB","Campbellton",2017
"Brennan Surveys",46.535871,-67.5215367,541330,"Engineering Services",0.231,1,NA,NA,"NB","Carlow",2017
"Crandall Engineering Ltd",46.081571,-64.828725,541330,"Engineering Services",12.705,55,NA,NA,"NB","Moncton",2017
"MCW Maricor",45.274321,-66.063333,541330,"Engineering Services",1.155,5,NA,NA,"NB","Saint John",2017
"Dale M Macfarlane Land Srvyng",46.151306,-67.597517,541330,"Engineering Services",0.693,3,NA,NA,"NB","Woodstock",2017
"Luminultra Technologies",45.9616844,-66.6429949,541330,"Engineering Services",2.31,10,NA,NA,"NB","Fredericton",2017
"Eastern Designers & Co Ltd",45.950715,-66.688435,541330,"Engineering Services",4.62,20,NA,NA,"NB","Fredericton",2017
"Fundy Engineering & Consulting",45.275795,-66.061481,541330,"Engineering Services",5.544,24,NA,NA,"NB","Saint John",2017
"Gemtec Limited",46.081708,-64.841167,541330,"Engineering Services",5.775,25,NA,NA,"NB","Moncton",2017
"Arc Geobac Group Inc",45.959526,-66.655451,541330,"Engineering Services",0.924,4,NA,NA,"NB","Fredericton",2017
"Dillon Consulting Ltd",45.278788,-66.080566,541330,"Engineering Services",3.465,15,NA,NA,"NB","Saint John",2017
"Hatchard Engineering",46.738806,-67.698941,541330,"Engineering Services",1.386,6,NA,NA,"NB","Perth-Andover",2017
"Hughes Surveys & Consultants",45.26839,-66.048659,541330,"Engineering Services",5.775,25,NA,NA,"NB","Saint John",2017
"J R Daigle Engineering Ltd",46.088394,-64.778097,541330,"Engineering Services",4.158,18,NA,NA,"NB","Moncton",2017
"John M Maclean Management Ltd",46.084821,-64.781055,541330,"Engineering Services",1.155,5,NA,NA,"NB","Moncton",2017
"Maritime Marine Consultants",45.417233,-65.905946,541330,"Engineering Services",0.231,1,NA,NA,"NB","Quispamsis",2017
"Motion Design Assoc Ltd",45.954077,-66.6835495,541330,"Engineering Services",0.462,2,NA,NA,"NB","Fredericton",2017
"Peerless Consulting Ltd",46.07555,-64.76411,541330,"Engineering Services",2.079,9,NA,NA,"NB","Riverview",2017
"Professional Loss Control Ltd",45.962829,-66.642999,541330,"Engineering Services",2.079,9,NA,NA,"NB","Fredericton",2017
"R J Bartlett Engineering Ltd",45.9417081,-66.655582,541330,"Engineering Services",3.927,17,NA,NA,"NB","Fredericton",2017
"Roy Consultants Group",47.616739,-65.65214,541330,"Engineering Services",23.1,100,NA,NA,"NB","Bathurst",2017
"Skarborn Engineering Ltd",45.966272,-66.772719,541330,"Engineering Services",0.693,3,NA,NA,"NB","Fredericton",2017
"Storey & Storey Engineering",46.083123,-64.793003,541330,"Engineering Services",0.693,3,NA,NA,"NB","Moncton",2017
"Ted C Clarke Ltd",45.943037,-66.670685,541330,"Engineering Services",0.231,1,NA,NA,"NB","Fredericton",2017
"Tek Consultants Ltd",45.950715,-66.688435,541330,"Engineering Services",3.465,15,NA,NA,"NB","Fredericton",2017
"Weatherproofing Technologies",46.060841,-64.813408,541330,"Engineering Services",0.328,2,NA,NA,"NB","Riverview",2017
"Gamsby & Mannerow",44.5728215,-80.939957,541330,"Engineering Services",5.775,25,NA,NA,"ON","Owen Sound",2017
"J Alan P Gibson",43.862727,-79.446427,541330,"Engineering Services",0.693,3,NA,NA,"ON","Richmond Hill",2017
"Derek L Wilson",43.760481,-79.41563,541330,"Engineering Services",0.693,3,NA,NA,"ON","North York",2017
"George Theodore & Assoc Inc",43.745728,-79.314651,541330,"Engineering Services",0.231,1,NA,NA,"ON","North York",2017
"Northeast Engineering & Devmnt",43.862491,-79.714248,541330,"Engineering Services",1.386,6,NA,NA,"ON","Bolton",2017
"RTG Systems Corp",43.371735,-79.795855,541330,"Engineering Services",3.465,15,NA,NA,"ON","Burlington",2017
"URS Canada Inc",43.8628131,-79.3792932,541330,"Engineering Services",32.34,140,NA,NA,"ON","Richmond Hill",2017
"A A Boscariol & Assoc Ltd",42.306445,-82.934048,541330,"Engineering Services",0.693,3,NA,NA,"ON","Windsor",2017
"A B Brogden Ltd",42.976082,-82.404204,541330,"Engineering Services",0.231,1,NA,NA,"ON","Sarnia",2017
"ADI Limited",45.379183,-75.622715,541330,"Engineering Services",0.924,4,NA,NA,"ON","Ottawa",2017
"AEB Consult",43.544227,-79.67653,541330,"Engineering Services",0.462,2,NA,NA,"ON","Mississauga",2017
"A J Clarke & Assoc Ltd",43.2556611,-79.8707527,541330,"Engineering Services",12.243,53,NA,NA,"ON","Hamilton",2017
"AMR Engineering Ltd",43.838267,-79.326583,541330,"Engineering Services",0.231,1,NA,NA,"ON","Markham",2017
"APW Systems",42.335634,-81.997584,541330,"Engineering Services",2.31,10,NA,NA,"ON","Chatham",2017
"Able Engineering Inc",43.703016,-79.476525,541330,"Engineering Services",5.544,24,NA,NA,"ON","North York",2017
"Lethbrige Lawson",43.508926,-79.670471,541330,"Engineering Services",2.31,10,NA,NA,"ON","Oakville",2017
"Adjeleian Allen Rubeli Ltd",43.748147,-79.407521,541330,"Engineering Services",2.541,11,NA,NA,"ON","North York",2017
"Adrian Programmable Controller",43.654473,-79.560246,541330,"Engineering Services",1.386,6,NA,NA,"ON","Etobicoke",2017
"Vesuvius-Canada",43.383918,-79.772309,541330,"Engineering Services",0.924,4,NA,NA,"ON","Burlington",2017
"Vollmer Marine Consulting",43.3305365,-79.787961,541330,"Engineering Services",0.462,2,NA,NA,"ON","Burlington",2017
"Aercoustics Engineering",43.699757,-79.56325,541330,"Engineering Services",6.93,30,NA,NA,"ON","Etobicoke",2017
"Afridi Design Inc",42.325549,-82.946608,541330,"Engineering Services",0.231,1,NA,NA,"ON","Windsor",2017
"Airwater Engineering Inc",45.3977184,-75.630921,541330,"Engineering Services",2.079,9,NA,NA,"ON","Ottawa",2017
"Al Underhill & Assoc",43.871736,-79.435122,541330,"Engineering Services",1.848,8,NA,NA,"ON","Richmond Hill",2017
"Alan A Smith Inc",43.259311,-79.968712,541330,"Engineering Services",0.462,2,NA,NA,"ON","Dundas",2017
"Alex Tobias Assoc Ltd",43.750182,-79.346869,541330,"Engineering Services",0.924,4,NA,NA,"ON","North York",2017
"Adjeleian Allen Rubeli Ltd",45.4223195,-75.6948771,541330,"Engineering Services",9.933,43,NA,NA,"ON","Ottawa",2017
"Allen Consulting",44.058013,-79.452787,541330,"Engineering Services",1.617,7,NA,NA,"ON","Newmarket",2017
"Andre E Desjardins Engineering",45.609187,-74.612999,541330,"Engineering Services",0.231,1,NA,NA,"ON","Hawkesbury",2017
"Anrep Krieg Desilets Assoc Ltd",46.311256,-79.461948,541330,"Engineering Services",1.617,7,NA,NA,"ON","North Bay",2017
"Anric Enterprises",43.609002,-79.556549,541330,"Engineering Services",2.541,11,NA,NA,"ON","Etobicoke",2017
"Anton Kikas Ltd",43.725276,-79.4656515,541330,"Engineering Services",0.693,3,NA,NA,"ON","North York",2017
"Arato Design Assoc Inc",43.851759,-79.366834,541330,"Engineering Services",1.386,6,NA,NA,"ON","Markham",2017
"AGM Surveying Engineering",42.923252,-81.247868,541330,"Engineering Services",11.088,48,NA,NA,"ON","London",2017
"Arcon Engineering Consultants",43.7711495,-79.326015,541330,"Engineering Services",3.465,15,NA,NA,"ON","North York",2017
"R J Burnside & Assoc Ltd",43.557837,-80.269253,541330,"Engineering Services",8.085,35,NA,NA,"ON","Guelph",2017
"Callisto Integration",43.433385,-79.701869,541330,"Engineering Services",34.65,150,NA,NA,"ON","Oakville",2017
"Ashenhurst Nouwens Ltd",43.255403,-79.86103,541330,"Engineering Services",3.927,17,NA,NA,"ON","Hamilton",2017
"Aesi",43.526744,-79.868539,541330,"Engineering Services",5.313,23,NA,NA,"ON","Milton",2017
"GHD",43.59262,-79.7465,541330,"Engineering Services",16.17,70,NA,NA,"ON","Mississauga",2017
"Atkinson Engineering Inc",43.251649,-79.844955,541330,"Engineering Services",3.927,17,NA,NA,"ON","Hamilton",2017
"W F Baird & Assoc Coastal Eng",45.3514809,-75.6515947,541330,"Engineering Services",3.927,17,NA,NA,"ON","Ottawa",2017
"Autocon Engineering Ltd",43.7504,-79.34694,541330,"Engineering Services",0.231,1,NA,NA,"ON","North York",2017
"B & B Design Assoc",43.749452,-79.345682,541330,"Engineering Services",1.155,5,NA,NA,"ON","North York",2017
"B & W Heat Treating Ltd",43.4039155,-80.460351,541330,"Engineering Services",6.93,30,NA,NA,"ON","Kitchener",2017
"B Helm Assoc Ltd",43.651718,-79.37067,541330,"Engineering Services",0.231,1,NA,NA,"ON","Toronto",2017
"B J Tworzyanski Ltd",43.819607,-79.343346,541330,"Engineering Services",1.617,7,NA,NA,"ON","Markham",2017
"B M Ross & Assoc Ltd",43.74407,-81.711055,541330,"Engineering Services",8.085,35,NA,NA,"ON","Goderich",2017
"Banri Nakamura Assoc Ltd",43.657834,-79.395648,541330,"Engineering Services",1.155,5,NA,NA,"ON","Toronto",2017
"Barman Swallow Assoc",43.703135,-79.560219,541330,"Engineering Services",0.924,4,NA,NA,"ON","Etobicoke",2017
"Better Neighbourhoods",43.197281,-79.259514,541330,"Engineering Services",0.924,4,NA,NA,"ON","St Catharines",2017
"Baxter Engineering",44.168797,-77.38471,541330,"Engineering Services",0.462,2,NA,NA,"ON","Belleville",2017
"Bekhit Engineering",44.2305101,-76.4796757,541330,"Engineering Services",0.462,2,NA,NA,"ON","Kingston",2017
"Bell Helicopter",45.421798,-75.699005,336411,"Aircraft Manufacturing",1.21,2,NA,NA,"ON","Ottawa",2017
"Biokinetics & Assoc Ltd",45.379926,-75.632814,541330,"Engineering Services",4.158,18,NA,NA,"ON","Ottawa",2017
"Blackwell Bowick Partnership",43.648039,-79.388592,541330,"Engineering Services",9.24,40,NA,NA,"ON","Toronto",2017
"Arnprior Aerospace Inc",45.432875,-76.3544,336411,"Aircraft Manufacturing",287.375,475,NA,NA,"ON","Arnprior",2017
"Bogdan Engineering Ltd",43.67697,-79.354976,541330,"Engineering Services",0.231,1,NA,NA,"ON","Toronto",2017
"Bot Engineering Ltd",43.49059,-80.01291,541330,"Engineering Services",2.31,10,NA,NA,"ON","Campbellville",2017
"Bowers Engineering",44.093836,-77.59384,541330,"Engineering Services",0.693,3,NA,NA,"ON","Trenton",2017
"Braun Consulting Engineers Ltd",43.533728,-80.287506,541330,"Engineering Services",1.617,7,NA,NA,"ON","Guelph",2017
"Bremel Co Ltd",43.678281,-79.398187,541330,"Engineering Services",0.693,3,NA,NA,"ON","Toronto",2017
"Mcintosh Perry Surveying Inc",44.873127,-76.378251,541330,"Engineering Services",3.003,13,NA,NA,"ON","Perth",2017
"Brook & Braddock Dispensing",43.648073,-79.508228,333314,"Optical Instrument & Lens Manufacturing",1.43,5,NA,NA,"ON","Etobicoke",2017
"Bry-Co Engineering",46.08799,-79.36357,541330,"Engineering Services",0.231,1,NA,NA,"ON","Powassan",2017
"Buchan Lawton Parent Ltd",45.45408,-75.584672,541330,"Engineering Services",3.234,14,NA,NA,"ON","Gloucester",2017
"C & H Fire Suppression Systs",43.466685,-80.467263,541330,"Engineering Services",9.24,40,NA,NA,"ON","Kitchener",2017
"CBM Group Ltd",43.501294,-79.640466,541330,"Engineering Services",1.155,5,NA,NA,"ON","Mississauga",2017
"CGA Roofing Consultants Inc",43.2244448,-79.9777134,541330,"Engineering Services",0.164,1,NA,NA,"ON","Ancaster",2017
"Cima & Fox",45.462898,-75.549893,541330,"Engineering Services",5.775,25,NA,NA,"ON","Orleans",2017
"CMM Design Assoc",43.7455219,-79.6143162,541330,"Engineering Services",0.693,3,NA,NA,"ON","Etobicoke",2017
"Cambridge Engineering & Plnng",43.36012,-80.312446,541330,"Engineering Services",1.617,7,NA,NA,"ON","Cambridge",2017
"Can-Ecosse Engineering",43.178323,-79.205104,541330,"Engineering Services",1.848,8,NA,NA,"ON","St Catharines",2017
"Canada Engineering Svc Ltd",43.781742,-79.30478,541330,"Engineering Services",0.924,4,NA,NA,"ON","Scarborough",2017
"Paterson Group Inc",45.34128,-75.71771,541330,"Engineering Services",13.86,60,NA,NA,"ON","Nepean",2017
"Candevcon Limited",43.757775,-79.690671,541330,"Engineering Services",5.775,25,NA,NA,"ON","Brampton",2017
"Casmyn Research & Engineering",43.657918,-79.674527,541330,"Engineering Services",0.231,1,NA,NA,"ON","Mississauga",2017
"Ccsys Inc",43.803187,-79.353445,541330,"Engineering Services",0.231,1,NA,NA,"ON","North York",2017
"Cecil D Naraine Assoc Ltd",45.343261,-75.708523,541330,"Engineering Services",0.693,3,NA,NA,"ON","Nepean",2017
"Cemcorp Limited",43.535078,-79.673145,541330,"Engineering Services",1.155,5,NA,NA,"ON","Mississauga",2017
"Chadwick Engineering Ltd",44.263424,-76.56676,541330,"Engineering Services",3.003,13,NA,NA,"ON","Kingston",2017
"Chapman Group",43.872404,-79.3401,541330,"Engineering Services",0.231,1,NA,NA,"ON","Markham",2017
"Charles G Turner & Assoc",43.80632,-79.198779,541330,"Engineering Services",3.234,14,NA,NA,"ON","Scarborough",2017
"Chemical Engineering Research",43.6588226,-79.3953601,541330,"Engineering Services",6.93,30,NA,NA,"ON","Toronto",2017
"Chiarelli Engineering Ltd",45.3326439,-75.7709982,541330,"Engineering Services",0.693,3,NA,NA,"ON","Nepean",2017
"Chorley & Bisset Ltd",42.98369,-81.239867,541330,"Engineering Services",8.316,36,NA,NA,"ON","London",2017
"Cinco Limited",43.353242,-80.987562,541330,"Engineering Services",0.231,1,NA,NA,"ON","Stratford",2017
"Clare-Wicklow Engineers Inc",43.4397314,-79.6943811,541330,"Engineering Services",0.462,2,NA,NA,"ON","Oakville",2017
"Code Red Fire Securities",43.400048,-80.353179,541330,"Engineering Services",0.462,2,NA,NA,"ON","Cambridge",2017
"Collins Engineering Group",43.467635,-80.4765825,541330,"Engineering Services",0.924,4,NA,NA,"ON","Kitchener",2017
"Concord Engineering",44.244852,-76.575425,541330,"Engineering Services",1.617,7,NA,NA,"ON","Kingston",2017
"G H D Ltd",45.342999,-75.707042,541330,"Engineering Services",5.544,24,NA,NA,"ON","Nepean",2017
"Zanelli Engineers Ltd",43.77852,-79.567646,541330,"Engineering Services",0.693,3,NA,NA,"ON","Woodbridge",2017
"XCG Consultants Ltd",43.398482,-80.479901,541330,"Engineering Services",6.468,28,NA,NA,"ON","Kitchener",2017
"Ksander & Assoc",44.305967,-78.31912,541330,"Engineering Services",0.693,3,NA,NA,"ON","Peterborough",2017
